采购计划号,组织,客户,单据状态,创建时间,审核时间,创建人,贸易方式,默认币别,销售-人民币汇率汇率,人民币-美元汇率,利润率,采购子计划号,SKU,英文名,数量(pcs),数量(unit),海外仓入库商家,工厂,工厂英文名,工厂英文地址,工厂完工时间,采购计划ETD,四字简码,工厂单价(pcs),采购单价(pcs),采购单价(unit),采购总额,销售-美元汇率,销售单价(pcs),销售单价(unit),销售总金额(原币),销售总金额(USD),目的仓库,装运港,目的港,目的港国家,海关编码,退税率%,退税额,PC,CTN,总箱数,单件净重,单件毛重,单件体积M3,客人SKU,总净重,总毛重,总体积,对外货号,产品尺寸,佣金方法,结算类型,扣佣率%,扣佣,付佣率%,付佣,设计佣金率%,设计佣金,平台佣金率%,平台佣金(USD),佣金总额(USD),预计拖柜时间,颜色,中文货描,英文货描,MX code,PO#1,PO#2,barcode01,barcode02
R23GX-A801226,状元坊,"CANADIAN TIRE CORPORATION, LIMITED",合同已签订,2023-08-18 09:47:35,2023-09-18 14:48:06,WYXGX,自营,美元,7.25,0.1379,0.1013,R23GX-A801226F01,5020101804,JEN GRAY,2718,453,Tradition,漳州市诺飞商贸有限公司,漳州市诺飞商贸有限公司,,2023-10-06 00:00:00,2023-10-15 00:00:00,4043,52.0,7.1708,43.0248,19490.2344,1.0,10.25,61.5,27859.5,27859.5,,厦门,温哥华,CA,9401719000,0.13,16259.89,6,1,453,27.0,29.0,0.16,,12231.0,13137.0,72.48,SC98012H,50*46*88cm,无佣金,人民币出厂含税结算,0.23,6407.69,0.0,0.0,0.0,0.0,0.008,222.88,6630.57,,米色,"高背折椅，产品尺寸：W50*D46*H88cm（展开），107*46*8cm（折叠），坐高：47cm，坐垫尺寸： 38.5*38.5cm，配米色防火布面Y2106；（产品中的布面要通过美加117防火标准），前脚管径（裸管）：22*0.7mm+19*0.8套管，后脚管径（含喷涂）：22*0.8mm, 脚踏管裸管：16*0.7mm，黑色布面。坐垫海绵厚30mm,靠背海绵厚20mm。座板铁盘厚度：0.9mm，座框内两侧加焊铁片，铁片尺寸160*35*1.5mm，四个焊点，靠背铁盘厚度：0.55mm。净重4.54KGS，包装：6个/箱，黄盒（180磅）+线条图。","CHAIR,FOLD,HIBACK",,08725530,,,
R23GX-A801227,状元坊,"CANADIAN TIRE CORPORATION, LIMITED",新增,2023-08-18 09:56:48,,WYXGX,自营,美元,7.25,0.1379,0.2346,R23GX-A801227F01,500500013198,ROZELLE MARBLING SMALL,550,550,Tradition,漳州市诺飞商贸有限公司,漳州市诺飞商贸有限公司,,2023-10-06 00:00:00,2023-10-15 00:00:00,,50.5,6.964,6.964,3830.1725,1.0,12.45,12.45,6847.5,6847.5,,厦门,温哥华,CA,9403609990,0.13,3195.35,1,1,550,3.0,3.56,0.018,,1650.0,1958.0,9.9,ROZELLE,30*40*61cm,无佣金,人民币出厂含税结算,0.23,1574.93,0.0,0.0,0.0,0.0,0.008,54.78,1629.71,,其他颜色,产品尺寸：30Wx40Dx61H cm。15mm 方管0.8mm厚，银色喷涂。夹板桌面，15mm MDF贴大理石树脂纹路PVC DW02-03。脚有保护垫。1PC/CTN，过3A摔箱+3面彩图包装。彩图广新提供。,Product Size: 30Wx40Dx61H cm， Metal tube with powder coating; MDF desk top with Marble PVC. KD sturcture. 1PC/CTN.,,08725531,,,
R23GX-A801228,状元坊,"CANADIAN TIRE CORPORATION, LIMITED",合同已签订,2023-08-18 18:22:23,2023-09-18 11:40:07,WYXGX,自营,美元,7.25,0.1379,0.0029,R23GX-A801228F01,453300027321,BRYNN,243,243,,安吉县迪亚办公家具有限公司,安吉县迪亚办公家具有限公司,,2023-10-06 00:00:00,2023-10-16 00:00:00,4310,179.0,24.6841,24.6841,5998.2363,1.0,36.48,36.48,8864.64,8864.64,Traditional,宁波,温哥华,CA,9403609990,0.13,5004.08,1,1,243,11.6,12.9,0.13,,2818.8,3134.7,31.59,SC9136,80*40*40cm,无佣金,人民币出厂含税结算,0.28,2482.1,0.0,0.0,0.0,0.0,0.008,70.92,2553.02,,黑色,"带托盘双人座储物箱。尺寸：W80*D40*H40cm；棕色（F2003 老编号30#半PU) 无纺布美标防火，普通海绵。板式框架，托盘用MDF，有两个提手，托盘用哑光漆，甲醛含量低于80PPM，与F2003同色。塑料脚：尺寸－2""H x 2""L x 2""W，塑料脚形状必须呈倒梯形结构。包装：1个/箱装，五金配件吸塑包装，黄盒（150磅）+彩图，彩图由广新提供。
",FL BENCH W/2 TRAYS,,08727530,,,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000012,HSB-HB002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,0664,125.0,17.2375,34.475,1723.75,1.0,18.11,36.22,1811.0,1811.0,Cheers,天津,长滩,US,94017190,0.13,1438.05,2,1,50,11.3,13.2,0.125,,565.0,660.0,6.25,HSB-HB002,52*46.5*99cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,36.22,0.008,14.49,50.71,2023-09-20 00:00:00,浅米色,高吧；产品规格：52*46.5*99cm；净重：10.8，毛重：12.55，坐高73.5；管材：25*0.8/20*20*0.9/16*0.9，浅木纹转印；上座管材：14*1.0/10*0.9；带全珠转盘；1.2厚E1新版；20公斤密度海绵；艾格米色云彩绒（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱。,"Product specification: 52*46.5*99cm; pipe material: 25*0.8/20*20*0.9/16*0.9;
Transfer printing fine wood peach pattern;
Seat board: E1 new board; 20 kg density sponge;
Fabric: beige, with a cloth volume of 0.78 meters;
250 lb yellow box",,,,6935653389001,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000017,CRW-DC002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,4122,132.0,18.2028,36.4056,1820.28,1.0,19.91,39.82,1991.0,1991.0,Cheers,天津,长滩,US,9401719000,0.13,1518.58,2,1,50,9.7,11.9,0.214,,485.0,595.0,10.7,CRW-DC002,54*56*77cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,39.82,0.008,15.93,55.75,2023-09-20 00:00:00,灰色,产品规格：54*56*77cm；净重：9.7；毛重：11.9；坐高48.8；下架管材：25*1.0/20*20*1.0，轻奢金色喷涂；上架管材：14*1.0/10*0.8，座板：37*40*1.2，E1新板；18公斤密度海绵；艾格天鹅绒#40灰色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Quotation size: 54*56*77cm; off-shelf pipe: 25*1.2/20*20*1.2, golden spraying; pipe: 14*1.0/10*0.9; seat plate: 37*40*1.2, E1 board; 18 Kilogram density sponge; fabric: velvet gray, with a cloth volume of 0.82 meters;
250 lb yellow box",,,,6935653401802,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000010,HSB-CS002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,0897,124.0,17.0996,34.1992,1709.96,1.0,17.85,35.7,1785.0,1785.0,Cheers,天津,长滩,US,94017190,0.13,1426.55,2,1,50,10.9,12.6,0.112,,545.0,630.0,5.6,HSB-CS002,52*46.5*91.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,35.7,0.008,14.28,49.98,2023-09-20 00:00:00,浅米色,中吧；产品规格：52*46.5*91.5cm；净重：10.5，毛重：12.2，坐高66；管材：25*0.8/20*20*0.9/16*0.9，浅木纹转印；上座管材：14*1.0/10*0.9；带全珠转盘；1.2厚E1新版；20公斤密度海绵；艾格米色云彩绒（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱,"Product specification: 52*46.5*91.5cm; pipe material: 25*0.8/20*20*0.9/16*0.9; fine wood peach pattern;
Seat board: E1 new board; 20 kg density sponge;
Fabric: beige, with a cloth volume of 0.78 meters;
250 lb yellow box",,,,6935653383887,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000008,PUZ-DC002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,2683,122.5,16.8928,33.7855,1689.275,1.0,18.55,37.1,1855.0,1855.0,Cheers,天津,长滩,US,9401719000,0.13,1409.29,2,1,50,8.1,10.0,0.206,,405.0,500.0,10.3,PUZ-DC002,55.5*49*77.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,37.1,0.008,14.84,51.94,2023-09-20 00:00:00,浅米色,餐椅，产品规格：55.5*49*77.5cm；净重：8.1；毛重：10；坐高：47.5；管材：25*1.0/20*20*1.0，浅木纹转印脚；上座管材：14*1.0/10*0.9，E1新板；20公斤密度海绵；艾格米色云彩绒（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱。,"Product size: 49*77.5*55.5cm
Pipe material: 25*1.0/20*20*1.0; fine wood peach pattern;
1.2 thick E1 new board; 18 kg density sponge;
Fabric: beige, with a cloth volume of 0.82 meters,
250 lb yellow box",,,,6935653406920,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000002,CHAR-DC002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,1486,89.0,12.2731,24.5462,1227.31,1.0,13.6,27.2,1360.0,1360.0,Cheers,天津,长滩,US,9401719000,0.13,1023.89,2,1,50,8.4,10.4,0.163,,420.0,520.0,8.15,CHAR-DC002,"52*45*85.5cm,",无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,27.2,0.008,10.88,38.08,2023-09-20 00:00:00,棕色,产品规格：52*45*85.5cm；净重：8.4 ；毛重：10.4 ；坐高：45.5；管材：25*1.0/20*20*1.0，黑半光喷涂；E1新板；18公斤密度海绵；恒业科技布026-513棕色（过家得宝测试）；250磅黄盒，2件1箱，过电商摔箱。,"Product size: 52*45*85.5cm,
Pipe material: 25*1.0/20*20*1.0
black spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology brown #513 cloth, with a cloth volume of 0.6 meters;
250 lb yellow box",,,,6935653365968,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000015,IDP-HB001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,5941,134.0,18.4786,36.9572,1847.86,1.0,19.51,39.02,1951.0,1951.0,Cheers,天津,长滩,US,9401611000,0.13,1541.59,2,1,50,11.1,13.2,0.144,,555.0,660.0,7.2,IDP-HB001,56*46*102.7cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,39.02,0.008,15.61,54.63,2023-09-20 00:00:00,棕色,高吧，产品规格：56*46*102.7cm；净重：11.4；毛重：13.2；坐高73.5；管材：16*1.5/12*1.0/22*1.0/16*1.2；黑色喷涂；座板：40*38*1.2，背板：40*24*1.2，E1新板；20公斤密度海绵；卓饰PU Culp Ivanhoe NPL Cognac（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product specification: 56*46*102.7cm;
Pipe material: 16*1.5/12*1.0/22*1.0/16*1.2; black spraying;
Seat board: 40*38*1.2, back board: 40*24*1.2, E1 new board; 20 kg density sponge; fabric: PU#Cognac, cloth consumption 0.6 meters;
250 lb yellow box",,,,6935653396689,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000006,CHAR-HB002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,2148,110.0,15.169,30.338,1516.9,1.0,16.07,32.14,1607.0,1607.0,Cheers,天津,长滩,US,94017190,0.13,1265.49,2,1,50,11.2,13.1,0.124,,560.0,655.0,6.2,CHAR-HB002,49.5*43*104cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,32.14,0.008,12.86,45.0,2023-09-20 00:00:00,棕色,高吧；产品规格：49.5*43*104cm；净重：11 ；毛重：12.7；坐高73.5；管材：25*0.8/20*20*0.9/16*0.9，黑半光喷涂；带全珠转盘；E1新版；20公斤密度海绵；恒业科技布026-513棕色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product size: 49.5*43*104cm
Pipe material: 28*1.0/15*30/28*1.5/16*1.2,
black spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology brown #513 cloth, the amount of cloth used is 0.55 meters;
250 lb yellow box",,,,6935653376209,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000004,CHAR-CS002,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,9858,109.0,15.0311,30.0622,1503.11,1.0,15.83,31.66,1583.0,1583.0,Cheers,天津,长滩,US,94017190,0.13,1253.98,2,1,50,10.8,12.5,0.113,,540.0,625.0,5.65,CHAR-CS002,50*47.5*97.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,31.66,0.008,12.66,44.32,2023-09-20 00:00:00,棕色,中吧；产品规格：50*47.5*97.5cm；净重：10.8 ；毛重：12.5 ；坐高66；管材：25*0.8/20*20*0.9/16*0.9，黑半光喷涂；带全珠转盘；E1新版；20公斤密度海绵；恒业科技布026-513棕色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱,"Product size: 50*47.5*97.5cm
Pipe material: 28*1.0/15*30/28*1.5/16*1.2,
black spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology brown #513 cloth, the amount of cloth used is 0.55 meters;
250 lb yellow box",,,,6935653371082,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000005,CHAR-HB001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,9857,116.0,15.9964,31.9928,1599.64,1.0,16.88,33.76,1688.0,1688.0,Cheers,天津,长滩,US,94017190,0.13,1334.51,2,1,50,11.2,13.1,0.124,,560.0,655.0,6.2,CHAR-HB001,49.5*43*104cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,33.76,0.008,13.5,47.26,2023-09-20 00:00:00,灰色,高吧；产品规格：49.5*43*104cm；净重：11 ；毛重：12.7；坐高73.5；管材：25*0.8/20*20*0.9/16*0.9，轻奢金色喷涂；带全珠转盘；E1新版；20公斤密度海绵；恒业科技布027-503灰色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product size: 49.5*43*104cm
Pipe material: 28*1.0/15*30/28*1.5/16*1.2,
gold spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology gray #503 cloth, the amount of cloth used is 0.55 meters;
250 lb yellow box",,,,6935653373642,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000018,CRW-DC003,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,7170,132.0,18.2028,36.4056,1820.28,1.0,19.91,39.82,1991.0,1991.0,Cheers,天津,长滩,US,9401719000,0.13,1518.58,2,1,50,9.7,11.9,0.214,,485.0,595.0,10.7,CRW-DC003,54*56*77cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,39.82,0.008,15.93,55.75,2023-09-20 00:00:00,蓝色,产品规格：54*56*77cm；净重：9.7；毛重：11.9；坐高48.8；下架管材：25*1.0/20*20*1.0，轻奢金色喷涂；上架管材：14*1.0/10*0.8，座板：37*40*1.2，E1新板；18公斤密度海绵；艾格天鹅绒#48蓝色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Quotation size: 54*56*77cm; off-shelf pipe: 25*1.2/20*20*1.2, golden spraying; pipe: 14*1.0/10*0.9; seat plate: 37*40*1.2, E1 board; 18 Kilogram density sponge; fabric: velvet blue, with a cloth volume of 0.82 meters;
250 lb yellow box",,,,6935653404360,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000013,KOM-DC001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,2969,128.5,17.7202,35.4403,1772.015,1.0,18.48,36.96,1848.0,1848.0,Cheers,天津,长滩,US,9401611000,0.13,1478.32,2,1,50,10.0,12.0,0.114,,500.0,600.0,5.7,KOM-DC001,56*44*81cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,36.96,0.008,14.78,51.74,2023-09-20 00:00:00,棕色,餐椅：56*44*81cm；净重：10.1；毛重：11.9；坐高：47；管材：22*1.2/22*1.0/16*1.5/12*1.0，黑色喷涂；座板：40*42.5；背板：42.5*26，E1板；20公斤密度海绵；卓识PU Culp Ivanhoe NPL Cognac（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product specification: 56*44*81cm; pipe material: 22*1.2/22*1.0/16*1.5/12*1.0; black spraying; 20 kg density sponge; seat plate tile: 40*42.5; 42.5*26, E1 board;
Fabric: PU#Cognac, with a cloth volume of 0.65 meters;
250 lb yellow box",,,,6935653391561,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000011,HSB-HB001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,1441,127.5,17.5823,35.1645,1758.225,1.0,18.45,36.9,1845.0,1845.0,Cheers,天津,长滩,US,94017190,0.13,1466.81,2,1,50,11.3,13.2,0.125,,565.0,660.0,6.25,HSB-HB001,52*46.5*99cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,36.9,0.008,14.76,51.66,2023-09-20 00:00:00,浅蓝色,高吧；产品规格：52*46.5*99cm；净重：10.8，毛重：12.55，坐高73.5；管材：25*0.8/20*20*0.9/16*0.9，浅木纹转印；上座管材：14*1.0/10*0.9；带全珠转盘；1.2厚E1新版；20公斤密度海绵；彩都XH080-20浅蓝色面料（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱。,"Product specification: 52*46.5*99cm; pipe material: 25*0.8/20*20*0.9/16*0.9;
Transfer printing fine wood peach pattern;
Seat board: E1 new board; 20 kg density sponge;
Fabric: light blue, with a cloth volume of 0.78 meters;
250 lb yellow box",,,,6935653386444,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000014,IDP-CS001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,6523,132.0,18.2028,36.4056,1820.28,1.0,19.06,38.12,1906.0,1906.0,Cheers,天津,长滩,US,9401611000,0.13,1518.58,2,1,50,10.9,12.9,0.125,,545.0,645.0,6.25,IDP-CS001,56*46*98cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,38.12,0.008,15.25,53.37,2023-09-20 00:00:00,棕色,中吧，产品规格：56*46*98cm；净重：11.2；毛重：12.9；坐高67；管材：16*1.5/12*1.0/22*1.0/16*1.2；黑色喷涂；座板：40*38*1.2，背板：40*24*1.2，E1新板；20公斤密度海绵；卓识PU Culp Ivanhoe NPL Cognac（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product specification: 56*46*98cm,
Pipe material: 16*1.5/12*1.0/22*1.0/16*1.2; black spraying; seat plate: 40*38*1.2, back plate: 40*24*1.2, E1 new board; 20 kg density sponge;
Fabric: PU#Cognac, with a cloth volume of 0.55 meters;
250 lb yellow box",,,,6935653394128,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000009,HSB-CS001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,0638,124.0,17.0996,34.1992,1709.96,1.0,17.85,35.7,1785.0,1785.0,Cheers,天津,长滩,US,94017190,0.13,1426.55,2,1,50,10.9,12.6,0.112,,545.0,630.0,5.6,HSB-CS001,52*46.5*91.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,35.7,0.008,14.28,49.98,2023-09-20 00:00:00,浅蓝色,中吧；产品规格：52*46.5*91.5cm；净重：10.5，毛重：12.2，坐高66；管材：25*0.8/20*20*0.9/16*0.9，浅木纹转印；上座管材：14*1.0/10*0.9；带全珠转盘；1.2厚E1新版；20公斤密度海绵；彩都XH080-20浅蓝色面料（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱,"Product specification: 52*46.5*91.5cm; pipe material: 25*0.8/20*20*0.9/16*0.9; fine wood peach pattern;
Seat board: E1 new board; 20 kg density sponge;
Fabric: light blue, with a cloth volume of 0.78 meters;
250 lb yellow box",,,,6935653381326,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000016,CRW-DC001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,2338,132.0,18.2028,36.4056,1820.28,1.0,19.91,39.82,1991.0,1991.0,Cheers,天津,长滩,US,9401719000,0.13,1518.58,2,1,50,9.7,11.9,0.214,,485.0,595.0,10.7,CRW-DC001,54*56*77cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,39.82,0.008,15.93,55.75,2023-09-20 00:00:00,浅米色,产品规格：54*56*77cm；净重：9.7；毛重：11.9；坐高48.8；下架管材：25*1.0/20*20*1.0，轻奢金色喷涂；上架管材：14*1.0/10*0.8，座板：37*40*1.2，E1新板；18公斤密度海绵；艾格天鹅绒#1米色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Quotation size: 54*56*77cm; off-shelf pipe: 25*1.2/20*20*1.2, golden spraying; pipe: 14*1.0/10*0.9; seat plate: 37*40*1.2, E1 board; 18 Kilogram density sponge; fabric: velvet beige, with a cloth volume of 0.82 meters;
250 lb yellow box",,,,6935653399246,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000001,CHAR-DC001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,5637,92.0,12.6868,25.3736,1268.68,1.0,14.01,28.02,1401.0,1401.0,Cheers,天津,长滩,US,9401719000,0.13,1058.41,2,1,50,8.4,10.4,0.163,,420.0,520.0,8.15,CHAR-DC001,"52*45*85.5cm,",无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,28.02,0.008,11.21,39.23,2023-09-20 00:00:00,灰色,产品规格：52*45*85.5cm；净重：8.4 ；毛重：10.4 ；坐高：45.5；管材：25*1.0/20*20*1.0，轻奢金色喷涂；E1新板；18公斤密度海绵；恒业科技布027-503灰色（过家得宝测试）；250磅黄盒，2件1箱，过电商摔箱。,"Product size: 45*85.5*52cm,
Pipe material: 25*1.0/20*20*1.0;
gold spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology gray #503 cloth, with a cloth volume of 0.6 meters;
250 lb yellow box",,,,6935653363407,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000007,PUZ-DC001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,5884,122.5,16.8928,33.7855,1689.275,1.0,18.55,37.1,1855.0,1855.0,Cheers,天津,长滩,US,9401719000,0.13,1409.29,2,1,50,8.1,10.0,0.206,,405.0,500.0,10.3,PUZ-DC001,55.5*49*77.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,37.1,0.008,14.84,51.94,2023-09-20 00:00:00,浅蓝色,餐椅，产品规格：55.5*49*77.5cm；净重：8.1；毛重：10；坐高：47.5；管材：25*1.0/20*20*1.0，浅木纹转印脚；上座管材：14*1.0/10*0.9，E1新板；20公斤密度海绵； 彩都XH080-20浅蓝色面料（过家得宝测试），背后有车线；2件1箱，250磅黄盒，过电商摔箱。,"Product size: 55.5*49*77.5cm
Pipe material: 25*1.0/20*20*1.0; fine wood peach pattern;
1.2 thick E1 new board; 18 kg density sponge;
Fabric: light blue, with a cloth volume of 0.82 meters,
250 lb yellow box",,,,6935653378760,
R23GX-A100007,云梦泽,39F INC.,合同已签订,2023-08-18 18:40:03,2023-08-30 10:05:29,WYXGX,自营,美元,7.25,0.1379,0.0307,R23GX-A100007F01,2306270000003,CHAR-CS001,100,50,MGW_39FINC,廊坊问界家具有限公司,廊坊问界家具有限公司,,2023-09-15 00:00:00,2023-09-20 00:00:00,3120,115.0,15.8585,31.717,1585.85,1.0,16.64,33.28,1664.0,1664.0,Cheers,天津,长滩,US,94017190,0.13,1323.01,2,1,50,10.8,12.5,0.113,,540.0,625.0,5.65,CHAR-CS001,50*47.5*97.5cm,无佣金,人民币出厂含税结算,0.0,0.0,0.0,0.0,0.02,33.28,0.008,13.31,46.59,2023-09-20 00:00:00,灰色,中吧；产品规格：50*47.5*97.5cm；净重：10.8 ；毛重：12.5 ；坐高66；管材：25*0.8/20*20*0.9/16*0.9，轻奢金色喷涂；带全珠转盘；E1新版；20公斤密度海绵；恒业科技布027-503灰色（过家得宝测试）；2件1箱，250磅黄盒，过电商摔箱。,"Product size:50*47.5*97.5cm
Pipe material: 28*1.0/15*30/28*1.5/16*1.2,
gold spray;
E1 new board;
18kg density sponge;
Fabric: Hengye Technology gray #503 cloth, the amount of cloth used is 0.55 meters;
250 lb yellow box",,,,6935653368525,
